id1,id2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
5885607,CDFmm,48.9256,-123.5821,83,10,17.5,3.6,13.8,1017,180,19.7,96.7,95,2084,3008,106,305,88,312,225,35,-14.4,35.3,666,295,-9999,74
2253510,CMAun,55.9118,-129.929306,1718,-1.1,8,-8.8,16.8,2972,751,3,10.6,1412,322,6946,1,102,179,242,63,2153,-39.7,25.1,289,0,12.8,71
4893621,CMAunp,50.849,-125.184196,1780,0.9,9.8,-6.2,16,3050,662,3.6,14.7,990,470,6222,3,125,176,258,82,1911,-35.7,27.2,348,0,17,69
3719690,CMAwh,52.8004,-131.882904,890,4.5,11.8,-0.8,12.6,5576,1103,2.6,10.7,357,812,4912,8,222,140,284,144,1370,-21.9,28.7,386,0,-9999,81
5585664,CWHdm,49.7236,-123.8508,289,9.1,17.2,2.1,15.1,1830,405,10.4,42.4,138,1890,3320,89,288,100,307,207,100,-16.4,34.7,622,108,-9999,75
5446777,CWHds1,49.9127,-122.303596,585,7.5,17.2,-1.6,18.7,1439,361,12.2,47.5,301,1686,3891,79,234,127,287,160,229,-24.5,36.2,660,167,15.3,69
4096775,CWHds2,52.2305,-126.026398,592,5.7,15.7,-4,19.7,1036,238,15.2,65.7,511,1398,4486,40,189,144,265,121,323,-31.4,33.7,617,292,12.6,64
5746965,CWHmm1,49.4539,-125.186798,493,7.6,16.1,0.3,15.8,2475,352,7.1,45.7,224,1574,3831,53,253,122,293,170,313,-20.5,34.1,620,137,-9999,74
5795898,CWHmm2,49.3353,-124.814903,811,6.3,14.7,-0.6,15.2,2390,303,6.8,48.4,293,1288,4264,29,229,130,289,158,465,-22.8,32.3,551,136,-9999,74
5257038,CWHms1,50.2391,-123.108002,884,5.2,14.4,-3.6,18,1648,341,9.2,42.3,475,1198,4663,25,191,150,275,126,510,-28.9,33,564,133,16.7,68
4197519,CWHms2,52.0416,-126.727203,272,7.1,15.3,-0.6,15.9,2126,436,8,35,266,1478,3994,41,238,125,287,162,294,-23.7,32.7,570,76,14,72
4893339,CWHvh1,50.8375,-127.799004,161,8.5,14.6,3.3,11.3,2997,610,6.2,24,112,1583,3487,36,295,102,306,204,128,-14.7,32.1,541,11,-9999,77
3483843,CWHvh2,53.3374,-129.616699,78,7.5,14.2,1.6,12.6,3644,974,4.8,14.6,172,1408,3839,28,273,112,300,188,264,-19.2,31,481,0,-9999,78
3476387,CWHvh3,53.2301,-132.473404,153,7.1,13.8,2.1,11.7,3086,650,5.5,21.3,171,1270,3983,22,275,115,301,186,255,-16.8,31,450,0,-9999,80
4166156,CWHvm1n,52.0938,-127.312897,154,7.4,15,0.5,14.5,3243,880,5.4,17.1,209,1461,3884,37,255,119,293,174,297,-21.1,32.1,552,0,13.3,75
5594742,CWHvm1s,49.6811,-122.721703,377,8.2,16.6,0.7,15.9,2492,488,7.3,34,185,1710,3603,67,266,113,298,185,213,-19.4,34.7,624,64,15.1,74
5219633,CWHvm1w,50.3299,-127.014397,306,8.2,15.7,2,13.6,3332,600,5.5,26.1,147,1606,3580,46,279,112,300,188,221,-16.4,34.2,596,42,-9999,75
4051222,CWHvm2n,52.3093,-127.295898,707,5.5,13.7,-1.8,15.5,3492,879,4.4,15.6,376,1140,4563,19,210,138,281,144,762,-26.2,30.9,493,0,15.8,73
5559661,CWHvm2s,49.7571,-123.404999,793,6.2,14.8,-1.2,15.9,2799,587,5.8,25.2,309,1275,4309,29,223,134,285,151,524,-23.7,32.9,560,27,16.6,73
5375264,CWHvm2w,50.0885,-126.584198,708,6.3,14.5,-0.4,14.9,3821,622,4.3,23.3,281,1249,4285,26,229,134,287,153,688,-21.9,32.5,553,25,12.9,74
3409386,CWHwh1,53.3839,-132.013,134,7.3,14.2,2.2,12,2009,409,8.6,34.7,165,1341,3898,26,275,115,301,186,157,-17.3,31.6,474,40,-9999,79
3453953,CWHwh2,53.2807,-132.336304,402,5.9,13.1,0.8,12.4,3191,703,5,18.7,242,1064,4395,15,248,130,291,161,451,-19.8,30.4,443,0,-9999,80
2197408,CWHwm,56.0422,-129.890793,404,4.3,13.7,-4.8,18.6,1963,530,7.3,25.9,626,1097,4974,19,192,137,271,134,714,-31.6,30.7,460,55,9.8,73
2885852,CWHws1,54.5364,-128.779907,235,6.2,15.9,-3.1,19,1466,363,11.1,43.8,426,1461,4301,47,219,131,282,151,364,-28.1,33.5,539,137,10.1,72
3567588,CWHws2,53.2277,-127.2761,728,3.9,13.3,-4.7,18,1535,404,9.1,32.9,652,992,5130,14,174,154,266,112,589,-32.7,31.2,473,83,14.4,69
5603329,CWHxm1,49.7108,-124.938301,73,9.5,17.4,2.6,14.8,1355,227,14.4,76.8,122,1969,3203,101,289,100,302,202,67,-16.3,35.2,663,252,-9999,73
5655022,CWHxm2,49.6259,-125.0952,299,8.1,16.3,0.8,15.5,2088,309,8.7,52.7,189,1669,3655,61,263,117,293,176,206,-19.2,34.2,634,164,-9999,73
5473868,ESSFdc1,49.671,-118.4552,1752,1.9,12.7,-7.7,20.4,1043,337,11.4,37.6,1021,789,5860,9,143,162,255,93,570,-36.3,30.8,468,83,13.4,69
5711493,ESSFdc2,49.3988,-120.6894,1647,2.7,12.2,-5.8,18.1,955,226,13.2,54,805,789,5587,9,148,164,257,92,500,-33.6,30.7,480,181,15.9,67
4466033,ESSFdc3,51.4146,-120.053902,1557,2.1,12.4,-7.8,20.3,867,345,14,36,1000,825,5776,9,147,159,254,96,405,-37.1,30.6,470,65,13.6,68
4482679,ESSFdcp,51.3835,-120.011902,2100,-0.1,9.8,-9,18.8,1058,387,9.4,25.2,1284,467,6574,3,122,169,248,79,641,-38.7,27.2,346,4,15,72
5429827,ESSFdcw,49.7501,-118.553703,1939,0.7,11.1,-8.4,19.5,1105,364,9.7,30.6,1182,595,6301,5,130,168,251,83,677,-37.5,28.9,381,54,14.4,71
5456960,ESSFdk1,49.3774,-114.749199,1749,1.4,12.8,-9.4,22.2,923,368,12.4,34.8,1158,809,6027,9,136,166,248,83,479,-40.5,30.9,487,74,15.6,65
4868943,ESSFdk2,50.4278,-115.807602,1901,0.3,11.7,-10.8,22.4,876,455,11.7,25.7,1366,664,6443,5,117,178,241,63,419,-43.1,30.3,428,23,15.9,63
4984614,ESSFdkp,50.1986,-115.383598,2358,-0.7,10.4,-11.2,21.6,1215,599,7.7,17.4,1503,512,6806,3,111,179,243,64,673,-43.8,28.5,380,0,16.8,66
5056859,ESSFdkw,50.0763,-115.321899,2176,-0.3,11,-11.1,22.1,1001,466,9.7,23.7,1448,574,6661,4,114,177,242,65,555,-43.3,29.3,399,23,15.1,66
5074202,ESSFdv1,50.4936,-122.030098,1665,1.4,10.9,-7.2,18.1,944,235,12,46.6,1015,611,6057,5,133,172,256,84,572,-35.8,29.1,435,139,17.9,68
4780161,ESSFdv2,50.9941,-122.830704,1654,1.4,10.8,-7.3,18,1089,280,10.4,38.4,1016,613,6055,5,130,171,250,80,641,-36.2,29.2,400,105,17.2,67
5010074,ESSFdvp,50.6019,-122.247002,2105,-0.5,8.6,-8,16.6,1163,297,8.2,29.1,1275,356,6728,2,105,182,245,63,820,-37.5,26.4,319,54,18.6,70
4992327,ESSFdvw,50.6329,-122.312401,1863,0.5,9.7,-7.3,17,1117,280,9.4,34.6,1117,466,6376,3,120,177,249,72,727,-36.1,27.5,361,81,16.1,70
2588629,ESSFmc,55.2106,-126.759201,1280,0.6,10.8,-9.1,19.9,839,306,12.6,35.3,1233,597,6339,4,121,179,244,65,471,-40.3,29,424,91,12.6,65
1596944,ESSFmcp,57.2525,-130.652405,1468,-1.1,9.2,-10.3,19.6,1213,342,7.3,27,1526,409,6953,2,104,183,239,56,860,-41.8,26.6,319,83,12.6,67
5438693,ESSFmh,49.7158,-118.269302,1471,3.6,14.6,-6.6,21.2,967,311,14,47,814,1079,5258,22,163,152,262,110,428,-34.4,33.2,530,141,14.1,67
3351499,ESSFmk,53.6427,-127.361504,1136,1.8,11.7,-7.4,19.1,1251,350,9.5,33.5,999,727,5885,7,137,172,254,82,667,-37.6,30.3,452,106,14.1,66
3134861,ESSFmkp,54.0537,-127.7425,1507,0.7,10.4,-7.8,18.2,1505,330,7.1,31.6,1134,546,6282,4,122,179,251,72,965,-38.3,28.6,371,79,13.3,67
3522741,ESSFmm1,53.1499,-119.641296,1647,0.6,11.5,-9.7,21.3,1094,479,9.7,24,1286,676,6343,6,127,167,247,80,569,-42,28.9,388,0,14.6,64
3545828,ESSFmm2,53.0621,-118.861298,1567,0.2,11.2,-10.5,21.6,1021,435,10,25.7,1387,626,6492,5,124,167,244,77,548,-43.1,28.2,379,6,15.6,64
4327820,ESSFmm3,51.4501,-116.896202,1733,0,11.2,-11.1,22.3,1114,425,9,26.4,1410,619,6547,5,115,172,237,65,659,-43.9,29.8,411,7,14.2,62
3530327,ESSFmmp,53.1344,-119.619499,2100,-0.5,10.1,-10.2,20.3,1431,582,6.6,17.3,1446,504,6740,3,115,171,243,72,854,-42.8,27.2,335,0,16.2,66
4360037,ESSFmmw,51.395,-116.930901,2029,-0.4,10.7,-11.2,21.9,1262,489,7.6,21.8,1469,554,6702,4,112,174,237,63,763,-44,29.1,371,0,15.4,64
3447391,ESSFmv1,53.458,-124.795502,1264,1.5,12,-8.5,20.4,645,268,17.7,44.6,1124,747,6021,7,130,179,250,71,295,-39.9,30.1,467,159,13.8,63
2772398,ESSFmv2,54.6962,-120.673103,1420,1.3,12.3,-8.3,20.6,1049,443,10.8,27.9,1197,789,6079,8,142,162,252,90,509,-39.5,29.3,427,9,13.4,67
2481434,ESSFmv3,55.4564,-125.749603,1340,0,10.6,-10.4,21,790,333,12.6,31.7,1388,561,6556,4,114,177,238,60,428,-42.4,28.6,383,52,13.2,63
1818282,ESSFmv4,56.8917,-124.162201,1450,-0.6,11.3,-11.8,23.1,711,366,13.3,30.8,1582,613,6758,4,116,177,241,64,351,-44.1,28.6,359,16,12,62
2241896,ESSFmvp,55.9914,-124.409698,1676,-1.3,9.1,-10.8,19.8,912,338,9.5,26.8,1589,401,7031,2,100,181,236,55,591,-43.9,26.8,324,29,13.7,64
4965197,ESSFmw,50.705,-123.327499,1526,2.5,11.7,-6.1,17.8,1159,254,10.8,46.3,827,762,5643,8,146,165,257,92,608,-34.7,30.2,468,151,18.8,67
5680238,ESSFmw1,49.4688,-120.9468,1479,3,12.7,-6,18.7,1273,301,10.2,42.4,775,857,5466,11,155,159,258,99,640,-32.9,31.3,486,120,15.5,68
5010014,ESSFmw2,50.6129,-122.5858,1596,2.4,11.8,-6.1,17.9,1038,249,12,47.5,839,753,5667,7,147,165,256,91,545,-33.8,30.1,464,152,18.6,68
4974246,ESSFmwp,50.6844,-123.0793,1945,0.4,9.4,-7.3,16.6,1373,308,7.6,30.3,1121,446,6406,3,118,177,248,71,913,-36.4,27.1,357,59,17.5,69
5266407,ESSFmww,50.1992,-122.257896,1712,2,11.4,-6.2,17.6,1177,257,10.2,44.4,898,676,5837,6,140,172,262,90,680,-33.7,30.1,452,144,19,69
1751704,ESSFun,56.9547,-130.537201,918,0.8,11,-9.4,20.5,1357,328,8,33.7,1214,635,6251,5,134,169,251,82,864,-40,28.2,407,107,12.2,67
1693004,ESSFunp,57.0635,-130.708893,1315,-0.5,9.7,-9.7,19.4,1624,404,5.9,24.1,1401,462,6724,3,114,177,244,67,1148,-41.1,27.1,324,72,12.5,68
4433168,ESSFvc,51.3493,-118.0522,1529,1.9,12.9,-8.4,21.4,1596,495,7.4,26.1,1064,846,5867,10,147,158,255,98,892,-37.1,30.7,462,0,13.6,70
4474647,ESSFvcp,51.3015,-118.407501,2038,-0.4,10,-9.7,19.7,1848,607,5.2,16.5,1368,481,6696,3,121,168,245,78,1221,-40,27.3,324,0,15.4,72
4424898,ESSFvcw,51.3652,-118.072502,1806,0.5,11.2,-9.2,20.4,1769,554,5.9,20.3,1241,617,6363,5,132,165,250,86,1112,-38.8,28.7,352,0,14.2,71
4129074,ESSFvk,51.8597,-117.513901,1602,0.5,11.7,-10.3,22,1089,387,9.6,30.1,1321,673,6377,6,123,169,242,73,642,-42.4,30,453,30,16.4,64
4533526,ESSFvm,51.14,-117.559799,1402,2.5,13.8,-8.4,22.2,1495,450,8.4,30.6,1003,978,5635,15,155,154,258,103,799,-37,31.9,493,23,13.2,69
4090592,ESSFvmp,51.9343,-117.546204,2187,-1.1,9.7,-11.3,21,1428,480,6.2,20.1,1561,449,6957,2,105,176,236,60,960,-44.2,28.1,339,0,16.2,65
4098203,ESSFvmw,51.9303,-117.687798,1946,-0.4,10.6,-10.8,21.4,1329,447,7.2,23.7,1451,542,6700,4,113,173,238,65,852,-43.2,28.9,360,0,14.2,64
4254660,ESSFwc2,51.7652,-119.610001,1535,2,12.6,-7.8,20.3,1312,483,9.1,26,1017,826,5834,9,147,158,255,98,648,-37.1,30.1,450,6,15.8,69
4359577,ESSFwc2ww,51.5755,-119.568001,1298,3.2,14.3,-7.2,21.5,1116,425,11.8,33.6,891,1067,5400,19,161,151,261,109,473,-36.3,31.6,499,34,14.7,67
2798914,ESSFwc3,54.6615,-121.225998,1438,0.3,11,-9.2,20.3,1333,513,7.7,21.5,1317,616,6439,4,132,169,248,79,739,-40.5,28.2,357,0,14.6,69
5193456,ESSFwc4,50.0677,-117.737,1786,1.9,12.8,-8.1,20.9,1333,425,8.9,30.1,1016,807,5856,9,145,164,256,92,720,-36.4,30.1,452,27,15.2,70
3492577,ESSFwcp,53.2602,-120.709999,1910,-0.1,9.9,-8.8,18.8,1492,563,6.6,17.7,1315,501,6595,3,122,171,245,74,909,-39.6,27.4,324,0,14.6,70
4780933,ESSFwcw,50.7842,-118.449799,1926,0.7,11.6,-8.9,20.5,1508,523,7.1,22.1,1210,638,6304,5,133,164,253,89,910,-38.1,29.6,373,0,12.6,71
5147596,ESSFwh1,50.1324,-117.635101,1549,2.8,13.8,-7.3,21,1295,408,9.9,33.8,907,964,5537,14,157,158,259,101,638,-34.5,31.2,486,48,14.5,70
5350057,ESSFwh2,49.7264,-116.569099,1582,2.5,13.9,-8.4,22.3,1059,340,11.8,40.9,1002,983,5637,16,151,158,257,99,554,-37.1,32.7,503,98,14.4,68
5672884,ESSFwh3,49.2408,-117.177399,1642,2.7,14,-7.3,21.3,1624,455,7.8,30.6,932,976,5556,16,161,149,267,117,867,-35.2,31.9,478,62,14.7,71
3499861,ESSFwk1,53.2663,-121.1912,1302,2.2,12.3,-7.4,19.8,1054,428,11.6,28.8,971,842,5747,9,146,162,254,91,476,-37.5,30.3,463,3,13.7,66
2647333,ESSFwk2,55.0222,-122.088097,1237,0.9,12.4,-9.6,22,1162,414,9.4,30,1296,767,6232,7,137,168,250,82,649,-41.1,29.4,430,6,13.8,67
5331994,ESSFwm1,49.6191,-115.115303,1776,1.4,12.8,-9.6,22.4,960,391,11.9,32.7,1176,814,6042,9,133,167,247,80,492,-41.1,31.4,494,75,15.5,64
5350061,ESSFwm2,49.7245,-116.547096,1869,1.5,12.6,-8.8,21.4,1102,345,10.4,36.5,1131,794,6020,9,140,162,253,90,648,-38.3,31,458,75,15.7,69
5517546,ESSFwm3,49.4925,-117.062302,1866,1.4,12.2,-8.3,20.5,1656,423,6.9,28.9,1116,745,6054,7,147,154,256,102,1045,-36.7,30,424,40,15.8,73
5543492,ESSFwm4,49.3991,-116.480598,1770,2.2,13.5,-8.4,21.9,914,290,13.4,46.5,1029,925,5732,13,150,156,257,101,494,-37.8,31.9,488,127,15.9,68
5230632,ESSFwmp,49.9137,-116.552696,2349,-0.5,9.9,-9.8,19.7,1268,394,7.5,25.2,1384,463,6751,3,114,181,244,63,874,-40.1,27.7,328,19,16.8,71
5258194,ESSFwmw,49.8804,-116.671898,2095,0.5,11.3,-9.4,20.6,1255,401,8.4,28.1,1241,618,6371,5,128,174,250,75,792,-38.9,29.2,377,26,15.9,71
2127913,ESSFwv,56.2469,-127.7882,1147,0.9,11.1,-8.6,19.7,908,407,12,27.3,1184,646,6216,5,133,167,250,83,439,-39.4,28.7,409,30,12.2,68
2147219,ESSFwvp,56.1942,-128.380203,1506,-0.3,9.4,-9,18.4,1076,432,9,21.8,1343,454,6667,3,118,175,246,71,630,-39.6,26.7,313,0,11.4,71
5827891,ESSFxc1,49.0965,-120.153198,1835,1.5,11.2,-6.8,18,739,226,15.6,49.6,970,625,6001,5,135,168,256,87,425,-35.2,29.4,394,145,12.2,69
5019622,ESSFxc2,50.4886,-119.995201,1684,1.9,12.1,-7.8,19.9,671,274,17.7,44.1,1012,757,5870,8,144,161,256,96,319,-38,30.1,455,114,15.3,67
4789101,ESSFxc3,50.956,-122.0802,1794,1.1,10.5,-7.2,17.7,767,243,14.4,43,1056,568,6164,4,123,175,246,71,442,-36.5,29.1,397,131,17.7,66
4920805,ESSFxcp,50.7275,-121.736702,2088,-0.2,9.4,-8.2,17.6,549,220,17.8,42.7,1270,417,6634,2,112,179,246,67,330,-37.3,27.2,353,113,18.8,70
4841872,ESSFxcw,50.8691,-122.065102,1990,0.3,9.5,-7.3,16.9,820,273,12.6,35,1149,453,6434,3,113,179,243,64,503,-36.8,27.8,369,87,18.8,68
4261780,ESSFxv1,51.9255,-125.0942,1583,0.7,10,-8.2,18.3,967,266,11.1,37.8,1126,523,6299,3,106,183,237,54,594,-40.6,29,410,133,15.6,60
4616522,ESSFxv2,51.268,-122.857002,1876,0.1,9.6,-8.8,18.4,1007,258,10.1,37.1,1229,468,6501,3,109,177,245,68,662,-38.8,28.1,383,106,17,65
4490163,ESSFxvp,51.5228,-125.010101,1973,-0.5,8.3,-7.9,16.2,1183,335,8.1,24.8,1253,339,6725,2,93,187,241,54,801,-39.3,26.5,349,36,17,65
4711353,ESSFxvw,51.0973,-122.434097,1959,0.1,9.4,-8.4,17.8,1070,261,9.4,36,1229,450,6529,3,110,178,244,66,723,-37.6,27.9,374,95,15.6,68
4190637,ICHdk,51.9375,-120.730598,1024,4,14.7,-7,21.7,615,297,22.7,49.6,796,1162,5116,24,155,157,252,94,196,-37.5,34,582,225,14.8,59
5639665,ICHdm,49.2008,-116.056503,1357,4,15.5,-7.1,22.6,757,274,18.5,56.5,801,1238,5106,32,165,150,259,109,304,-36,34.7,575,216,15.9,64
5696617,ICHdw1,49.2311,-117.599297,981,6.5,17.9,-4.1,22,839,277,19.7,64.6,497,1711,4257,96,207,130,277,147,220,-28.9,36.7,667,252,13.6,68
4311161,ICHdw3,51.6753,-119.809196,779,5,16.6,-6.3,22.9,766,331,19.6,50.2,714,1455,4768,52,177,144,261,118,231,-34.8,34.8,630,193,11.9,63
4868367,ICHdw4,50.678,-119.037102,591,6.7,18,-4.1,22.2,662,272,25.3,66.2,497,1720,4195,105,206,129,274,145,151,-29.8,36.8,681,291,12.3,66
2272556,ICHmc1,55.9138,-128.004105,749,3.1,13.7,-7.7,21.4,805,350,16.3,39.2,903,1015,5417,16,162,156,258,102,295,-36.7,31.3,474,102,10.9,68
2405321,ICHmc1a,55.5915,-129.057098,452,4.4,14.4,-5.5,20,1134,342,12.7,42.2,674,1156,4969,23,185,143,267,124,414,-32.9,31.7,501,140,10.3,70
2614191,ICHmc2,55.142,-127.839897,474,4.3,15,-6.8,21.8,641,265,22.3,56.7,773,1235,4995,29,178,146,264,119,204,-35.3,32.9,542,220,12,67
5734131,ICHmk1,49.2436,-118.7677,1337,4.1,15,-6.6,21.6,638,228,22,65.8,766,1167,5087,28,166,147,261,113,256,-35.1,34.3,572,273,14.2,64
4524720,ICHmk2,51.3083,-119.952904,1203,4,15.1,-6.6,21.7,625,266,22.5,56.7,793,1195,5097,29,166,150,261,111,223,-35.4,33.7,550,219,15.2,64
3975859,ICHmk3,52.3627,-121.244904,1034,3.9,14.6,-6.9,21.5,687,323,20.2,45.2,801,1146,5142,23,158,155,255,100,224,-37.5,33.6,558,173,14.2,60
5331974,ICHmk4,49.63,-115.224701,1388,3.2,14.7,-8.2,22.9,825,339,16,43.4,938,1117,5390,23,151,156,251,95,342,-38.9,34.1,569,147,14.1,61
4712417,ICHmk5,50.7421,-116.400101,1250,2.4,14,-9.6,23.6,644,285,19.2,49.2,1089,1024,5682,17,140,165,246,80,277,-41,33.3,557,206,13.1,60
3591596,ICHmm,53.0315,-119.850998,1116,2.4,13.5,-8.4,22,802,340,15.5,39.9,1026,974,5662,14,146,162,253,91,352,-39.5,31.6,499,112,12.9,63
4271168,ICHmw1,51.5893,-117.379997,1059,2.7,14.5,-9,23.5,777,267,16.4,54.2,1033,1073,5561,20,148,157,251,93,385,-39.8,33.2,543,211,15.2,62
5221216,ICHmw2,50.0348,-117.877899,1133,5.3,16.2,-4.8,21.1,941,331,16.3,49,586,1418,4647,45,188,141,268,127,285,-30.5,34.2,608,160,14,67
4319357,ICHmw3,51.6241,-119.165703,761,4.9,16.5,-6.2,22.7,933,361,16,45.8,716,1439,4794,51,181,141,263,122,313,-33.9,34.6,614,155,12.6,66
5630920,ICHmw4,49.3299,-117.381897,1421,4.5,15.7,-5.9,21.5,1297,367,11.2,42.7,703,1300,4928,36,180,142,273,131,535,-32.2,34.2,547,117,15.6,69
5421071,ICHmw5,49.7397,-118.198303,1222,4.5,15.5,-5.7,21.2,904,303,16,51.2,693,1241,4936,34,176,144,265,121,335,-32.5,34.2,553,167,13.4,67
2015724,ICHvc,56.4551,-129.515305,576,2.9,13.7,-8.2,21.8,867,327,14.9,41.9,951,1019,5480,16,160,159,259,99,369,-37.3,31.6,488,163,11,67
4191005,ICHvk1,51.8195,-118.597702,1144,3.4,14.7,-7.6,22.3,1265,396,10.6,37.1,897,1130,5334,23,162,150,257,107,594,-36.2,32.7,527,89,13.9,67
3848264,ICHvk1c,52.5266,-119.567703,1109,2.6,13.8,-8.6,22.5,1144,391,11,35.4,1009,1014,5597,16,155,158,258,100,553,-38.2,31.8,494,68,15.7,67
3182110,ICHvk2,53.8804,-121.095703,865,3.2,14.1,-7.6,21.7,1131,441,11.7,32,908,1085,5385,18,159,156,257,101,463,-37.7,32,505,42,12.8,65
1700352,ICHwc,57.0576,-130.470001,450,2.5,13.3,-9.8,23.1,920,308,13.5,43.3,1053,959,5653,13,157,158,260,102,429,-38.7,30.3,463,151,12.4,66
4367685,ICHwk1,51.537,-119.156097,1031,4.1,15.5,-6.8,22.4,1102,343,12.8,45.3,804,1258,5079,32,172,145,262,117,470,-34.9,33.5,542,133,13.4,67
3863343,ICHwk1c,52.4821,-119.289902,784,4.3,15.8,-7.3,23.1,912,316,15.7,50,823,1349,5000,38,174,148,262,114,346,-36.3,33.9,592,179,13.3,65
3833082,ICHwk2,52.6238,-120.954803,918,4.1,14.8,-6.7,21.5,742,355,18.9,41.7,783,1179,5084,26,160,155,256,100,230,-37,34,565,144,13.1,61
3352603,ICHwk3,53.5318,-120.675697,927,3.5,14.1,-7.1,21.3,903,402,15,35.2,856,1125,5269,20,161,155,257,102,322,-37.4,32.3,523,81,13.9,64
3477897,ICHwk4,53.3053,-121.090302,999,3.5,13.9,-6.7,20.6,900,401,15,34.5,832,1087,5290,18,160,156,258,102,324,-36.7,32.1,514,63,13.3,64
5727282,ICHxw,49.0928,-116.631897,585,7.6,18.8,-3.1,22,636,220,27.6,85.4,396,1930,3920,138,216,125,274,149,126,-28,38.2,731,381,13.1,64
5791354,ICHxwa,49.0719,-118.178497,699,7.9,19.7,-3.5,23.1,578,213,31,92.3,416,1997,3851,184,219,123,277,154,114,-28.1,39.2,761,420,12.4,64
4911817,IDFdc,50.7628,-122.324402,1114,4.5,14.8,-5.5,20.2,698,198,20.7,74.6,660,1181,4930,26,174,150,265,114,271,-32.9,33.4,583,291,18.2,65
5818188,IDFdh,49.046,-118.8424,868,6.5,18.2,-5.1,23.3,431,179,38.3,101.5,562,1720,4278,108,188,136,266,130,114,-32.8,38.3,739,476,13.7,59
5220700,IDFdk1,50.2098,-120.751801,1306,3.6,14,-6.6,20.6,454,194,30,72.4,782,1051,5232,18,157,156,258,103,169,-36.8,33,541,295,15.9,62
5285241,IDFdk1a,50.0814,-120.206001,1274,3.7,14.1,-6.5,20.6,551,189,24.9,74.8,760,1060,5197,19,157,156,256,100,230,-35.5,33.5,555,311,14.1,63
5807298,IDFdk1b,49.1563,-120.189598,1371,3.7,13.9,-6.1,20,598,157,22.9,88.4,723,1013,5213,17,163,153,260,108,266,-34,32.8,519,286,11.4,66
5508386,IDFdk2,49.7147,-120.096603,1058,4.9,15.5,-5.7,21.2,562,199,26.5,77.8,648,1291,4799,36,177,147,261,114,193,-33.2,34.9,621,325,12.9,64
4351207,IDFdk3,51.68,-121.435204,1079,3.8,14.5,-7.1,21.7,487,247,28.4,58.8,809,1138,5157,23,154,156,250,94,148,-37.8,33.7,575,268,15.1,59
4286312,IDFdk4,51.851,-123.164299,1150,3.1,13.9,-8.5,22.5,452,204,28.9,68.3,943,1039,5440,17,135,166,245,79,168,-41.4,33.9,582,325,15.4,55
