id1,id2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
86916,MHun,59.6448,-136.261307,634,2.3,14.1,-9,23.1,1119,311,11,45.2,1094,973,5718,15,162,147,261,114,564,-38.5,29.8,411,119,10.2,67
840705,MHunp,58.5613,-133.272705,1027,1.2,12.6,-9.5,22.1,2328,544,4.8,23.2,1251,798,6126,9,144,161,254,93,1426,-40.1,29.5,401,42,12.2,67
3491054,MHwh,53.2068,-132.373398,602,6.6,14.8,0.7,14.1,4494,854,3.7,17.4,215,1234,4153,26,261,128,302,175,528,-18.1,32,454,7,12.4,80
3254418,MHwh1,53.7712,-129.9711,667,6.4,16.3,-2.1,18.3,5437,1328,3,12.2,359,1432,4242,47,229,127,293,166,1026,-25,33.5,492,0,11.5,76
3225648,MHwhp,53.8332,-129.830597,848,6,15.9,-2.3,18.2,6229,1252,2.6,12.7,394,1358,4386,40,221,124,290,166,1410,-25.8,33,489,0,12.8,76
5019234,MSdc1,50.5853,-122.180496,1361,4.7,15.8,-6,21.8,833,206,17.7,76.7,667,1290,4850,39,183,142,273,131,349,-31.1,35.1,544,265,15.7,68
4391006,MSdc2,51.6918,-124.681801,1426,3.5,14.2,-7.7,21.9,793,270,17.1,52.7,830,1069,5271,19,155,156,258,102,328,-38.1,34.7,548,215,12,60
4745637,MSdc3,51.0496,-122.758102,1499,3.9,14.9,-7.2,22.1,942,230,14.7,64.9,799,1166,5144,27,172,142,269,127,443,-33.8,34.3,528,225,15.1,67
4930775,MSdk,50.3505,-116.074997,1408,4.4,16.6,-7.9,24.5,657,276,21.9,60.2,857,1422,4989,55,167,151,261,110,246,-37.6,36.5,612,258,15,61
5664354,MSdm1,49.3927,-119.054199,1369,5.6,17.5,-6.1,23.6,682,256,22.9,68.2,631,1535,4570,82,185,146,271,125,225,-32.6,37.4,663,300,15.1,64
5455988,MSdm2,49.8007,-120.085503,1389,5.2,16.9,-6.2,23,754,206,20.2,81.9,649,1420,4703,60,188,142,273,131,307,-32.2,35.9,608,308,14.4,67
4685593,MSdm3,51.0541,-120.331299,1337,5.1,16.4,-6.6,23,578,253,26.1,64.9,723,1466,4737,59,183,132,268,136,189,-34.7,35.5,582,264,15,65
4746061,MSdm3ww,50.9539,-120.344101,1172,5.9,17.4,-6.1,23.5,524,236,30.4,73.8,645,1641,4476,93,192,128,271,143,149,-33.6,36.9,647,320,15.3,64
4650286,MSdv,51.2306,-123.685997,1466,3.4,14,-7.9,21.8,1037,210,12.9,66.6,848,1067,5306,19,159,151,263,112,528,-37.5,33.8,533,247,14.9,62
5368301,MSdw,49.599,-115.500504,1360,5.7,18,-6.6,24.6,796,317,19.8,56.7,674,1658,4548,100,187,140,267,127,254,-34.4,37.4,665,224,14.1,64
5516826,MSmw1,49.7467,-121.027397,1273,5.7,16.9,-5.6,22.4,1188,225,13.2,75,559,1452,4536,60,189,145,270,125,452,-30.4,36.5,631,286,16.1,65
4983378,MSmw2,50.6473,-122.311203,1203,5.2,16.2,-5.3,21.6,879,213,17.3,76,598,1362,4688,46,192,137,276,139,333,-29.9,35.2,576,264,14.8,69
4081590,MSun,52.259,-125.791603,1239,4,14.6,-6.7,21.3,1422,292,9.8,50,755,1124,5120,23,161,155,257,101,659,-36.4,34.6,549,229,14.3,61
5630396,MSxk1,49.521,-120.254402,1563,4.8,16.2,-6.2,22.3,646,207,22.9,78,672,1308,4840,44,182,147,272,125,257,-32.2,35.2,588,283,15.9,68
5102209,MSxk2,50.4046,-120.909798,1485,4.4,15.8,-6.8,22.6,451,191,31.9,82.6,752,1277,4977,40,169,148,265,117,164,-36.4,35.2,565,317,15.6,62
4815548,MSxk3,50.8979,-121.674896,1695,3.4,14.9,-7.8,22.7,618,225,21.6,66.4,894,1103,5339,24,164,149,267,117,282,-35.2,33.9,517,232,16.3,67
4127838,MSxv,52.1659,-124.714203,1494,3.1,14,-8,22,638,248,20.6,56.2,892,1021,5409,17,147,157,253,96,265,-39.4,34.3,540,231,13.8,58
5586438,PPxh1,49.5543,-119.562599,555,10.4,22.4,-1.5,23.9,347,151,58.8,148.3,238,2583,3161,414,266,106,297,192,31,-21.1,41.2,803,542,14.3,69
5696241,PPxh1a,49.3718,-119.654297,660,9.8,21.8,-2.2,24,375,156,52.7,139.9,275,2428,3332,355,255,111,293,182,42,-22.7,40.8,786,521,12.9,68
5137860,PPxh2,50.3622,-121.2528,715,8.8,21.1,-4.1,25.1,337,129,55.7,163.2,391,2259,3636,296,230,116,287,170,66,-27.9,40.8,765,547,14.4,65
4903164,PPxh2a,50.7351,-121.213303,689,8.3,20.9,-4.9,25.8,332,155,55.3,134.7,469,2226,3786,294,220,119,282,163,66,-29.7,40.6,755,532,13.3,64
3810233,SBPSdc,52.7482,-123.461304,1082,4.3,16.1,-9,25.1,532,252,26.8,64.1,894,1375,5032,49,163,145,257,113,177,-41.3,36.7,594,292,13.5,57
3659551,SBPSmc,53.0618,-125.596298,1010,4.2,15.8,-8,23.8,594,210,23.9,75.4,829,1290,5027,39,164,153,261,108,222,-39.3,36.2,570,305,13.3,59
3825194,SBPSmk,52.707,-122.941299,1093,4.3,16.2,-8.9,25.1,583,283,24.6,57.3,885,1395,5003,51,167,142,261,119,193,-40.7,36.3,585,249,13.2,59
4286100,SBPSxc,51.8748,-124.396896,1189,4.1,15.3,-8.3,23.6,533,226,26.4,67.7,835,1244,5076,32,157,151,256,105,186,-40.3,36.4,596,311,13.1,56
3584176,SBSdh1,53.0344,-119.634598,802,5.2,17.5,-7.5,25,676,272,22.5,64.4,792,1613,4718,85,182,138,269,131,239,-36.6,36.3,626,265,12.5,63
3621990,SBSdh2,52.9121,-118.766701,1242,3.2,15.5,-9,24.6,874,375,15,41.5,1055,1247,5417,35,159,146,263,117,377,-40,33.2,523,107,12.4,63
3211545,SBSdk,53.922,-125.539101,817,4.7,16.7,-7.9,24.6,544,228,27,73.4,822,1438,4885,59,180,140,270,130,185,-37.6,36.4,553,282,12.3,64
4006313,SBSdw1,52.3211,-121.650101,968,5.8,17.5,-6.6,24.2,592,281,26.8,62.5,671,1637,4504,92,187,133,268,135,161,-35.6,37.7,653,282,14,61
3568280,SBSdw2,53.1997,-123.121902,842,5.2,17.4,-8,25.5,598,289,25.4,60.3,803,1570,4729,81,179,138,266,129,180,-38.2,36.9,629,257,13,61
3044515,SBSdw3,54.2186,-123.813797,791,4.7,17.2,-8.4,25.6,625,257,23.5,67,900,1533,4889,75,180,134,268,135,228,-38.8,36.8,576,266,12.7,62
4198455,SBSmc1,51.9446,-121.220497,1276,4.4,16.1,-7.6,23.7,718,305,20.1,52.7,808,1349,4966,45,172,139,265,126,259,-36.6,35.9,575,203,14.5,63
2744659,SBSmc2,54.8675,-126.602898,871,4.2,16,-7.9,23.8,682,253,20.8,63.1,853,1307,5061,43,175,143,267,123,261,-36.7,35.2,516,220,11.9,66
3469877,SBSmc3,53.4114,-124.483101,1122,3.9,15.5,-8,23.5,605,261,22.9,59.3,884,1247,5152,35,161,153,261,108,216,-39.6,35.4,555,245,13.1,59
3735565,SBSmh,52.867,-122.500702,623,6.7,19,-6.8,25.9,583,281,28.6,67.7,656,1879,4273,157,198,125,274,149,149,-35.4,38.5,678,313,13.3,62
2839086,SBSmk1,54.6447,-123.592003,872,3.7,16.5,-9.5,26,793,288,17.2,57.2,1052,1370,5256,53,171,141,267,126,352,-39.8,35.6,536,195,12.6,64
2109089,SBSmk2,56.2865,-123.983299,736,3.1,16.5,-10.6,27.1,610,289,21.5,57.1,1182,1353,5448,50,168,145,264,119,230,-39.9,34.9,514,189,11.7,65
4399878,SBSmm,51.5443,-120.337601,1272,4.6,16.1,-7.4,23.6,667,295,21.9,54.6,798,1385,4918,50,169,146,264,117,234,-37.4,35.9,601,236,14.3,60
3598691,SBSmw,53.1183,-122.264099,874,5.5,17.4,-7,24.4,678,318,22.9,54.8,725,1595,4611,85,188,132,271,140,201,-35.6,36.5,616,215,13.2,64
1365690,SBSun,57.6585,-131.670898,641,3.9,16.2,-8,24.1,1079,299,12.9,54,947,1331,5156,43,178,137,270,133,501,-36.7,33.2,501,204,13.3,67
2886960,SBSvk,54.4997,-121.914803,773,4.2,16.6,-8.2,24.8,1187,442,12,37.6,914,1430,5050,56,177,141,269,127,475,-38,35.2,539,81,12.2,65
3241122,SBSwk1,53.8086,-122.299698,913,4.8,16.8,-7.6,24.5,984,361,15,46.7,829,1473,4867,65,180,138,268,130,379,-36.6,36,564,163,13.2,64
2330302,SBSwk2,55.7433,-122.196098,928,3.1,16.2,-9.5,25.7,875,348,15,46.5,1143,1314,5453,44,166,148,264,116,388,-40.6,34.2,507,125,13,65
2582386,SBSwk3,55.2269,-125.6754,924,3.8,16,-8.3,24.4,686,269,20.1,59.5,951,1294,5199,42,172,145,266,121,278,-37.7,34.8,515,200,11.9,66
2785040,SBSwk3a,54.7791,-125.030701,847,4.1,16.4,-8.5,24.9,650,249,21.6,66,936,1370,5101,51,177,140,271,131,261,-38.3,35.1,522,222,12.5,66
1351505,SWBmk,57.8079,-125.572403,1325,0.7,13.8,-10.9,24.7,731,387,14.7,35.7,1457,908,6281,13,139,165,254,88,312,-42.6,31.2,398,39,11.7,65
1343811,SWBmks,57.822,-126.488403,1631,0,12.1,-9.8,21.9,888,450,11.2,26.9,1449,673,6564,6,129,171,251,80,435,-41,28.9,351,2,12.1,68
407739,SWBun,59.4413,-130.624405,1240,-0.2,13.5,-12.8,26.3,643,295,15.3,45.9,1660,843,6606,11,136,165,251,85,321,-44.4,30.3,370,101,11.3,65
253801,SWBuns,59.6695,-131.1082,1426,-0.5,12.5,-10.9,23.4,742,333,12.9,37.4,1590,700,6714,7,129,169,246,77,397,-43.4,29.2,341,49,11.1,65
63805,SWBvk,59.5953,-137.620697,709,2.2,12.4,-7.8,20.2,2162,527,5.6,23.6,996,816,5762,9,167,138,262,124,1137,-37.1,28.3,358,0,12.3,71
179087,SWBvks,59.4174,-137.306503,1053,0.8,10.8,-8.5,19.3,3111,649,3.5,16.6,1167,587,6267,4,142,157,252,95,1957,-39.4,27.1,346,0,11,70
